Line	Field Code	Rule Type	Description
452	C37x21	date_check	其他手术21操作日期须符合yyyy-MM-dd HH:mm:ss格式
453	C35x22C	cross_check	其他手术操作编码22为空，但其他手术名称22不为空，两者必须同时有值或同时为空
457	C37x22	cross_check	其他手术22操作日期为空，但其他手术编码22不为空或其他手术操作名称22不为空
458	C37x22	date_check	其他手术22操作日期须符合yyyy-MM-dd HH:mm:ss格式
459	C35x23C	cross_check	其他手术操作编码23为空，但其他手术名称23不为空，两者必须同时有值或同时为空
463	C37x23	cross_check	其他手术23操作日期为空，但其他手术编码23不为空或其他手术操作名称23不为空
464	C37x23	date_check	其他手术23操作日期须符合yyyy-MM-dd HH:mm:ss格式
465	C35x24C	cross_check	其他手术操作编码24为空，但其他手术名称24不为空，两者必须同时有值或同时为空
469	C37x24	cross_check	其他手术24操作日期为空，但其他手术编码24不为空或其他手术操作名称24不为空
470	C37x24	date_check	其他手术24操作日期须符合yyyy-MM-dd HH:mm:ss格式
471	C35x25C	cross_check	其他手术操作编码25为空，但其他手术名称25不为空，两者必须同时有值或同时为空
475	C37x25	cross_check	其他手术25操作日期为空，但其他手术编码25不为空或其他手术操作名称25不为空
476	C37x25	date_check	其他手术25操作日期须符合yyyy-MM-dd HH:mm:ss格式
477	C35x26C	cross_check	其他手术操作编码26为空，但其他手术名称26不为空，两者必须同时有值或同时为空
481	C37x26	cross_check	其他手术26操作日期为空，但其他手术编码26不为空或其他手术操作名称26不为空
482	C37x26	date_check	其他手术26操作日期须符合yyyy-MM-dd HH:mm:ss格式
483	C35x27C	cross_check	其他手术操作编码27为空，但其他手术名称27不为空，两者必须同时有值或同时为空
487	C37x27	cross_check	其他手术27操作日期为空，但其他手术编码27不为空或其他手术操作名称27不为空
488	C37x27	date_check	其他手术27操作日期须符合yyyy-MM-dd HH:mm:ss格式
489	C35x28C	cross_check	其他手术操作编码28为空，但其他手术名称28不为空，两者必须同时有值或同时为空
493	C37x28	cross_check	其他手术28操作日期为空，但其他手术编码28不为空或其他手术操作名称28不为空
494	C37x28	date_check	其他手术28操作日期须符合yyyy-MM-dd HH:mm:ss格式
495	C35x29C	cross_check	其他手术操作编码29为空，但其他手术名称29不为空，两者必须同时有值或同时为空
499	C37x29	cross_check	其他手术29操作日期为空，但其他手术编码29不为空或其他手术操作名称29不为空
500	C37x29	date_check	其他手术29操作日期须符合yyyy-MM-dd HH:mm:ss格式
501	C35x30C	cross_check	其他手术操作编码30为空，但其他手术名称30不为空，两者必须同时有值或同时为空
505	C37x30	cross_check	其他手术30操作日期为空，但其他手术编码30不为空或其他手术操作名称30不为空
506	C37x30	date_check	其他手术30操作日期须符合yyyy-MM-dd HH:mm:ss格式
507	C35x31C	cross_check	其他手术操作编码31为空，但其他手术名称31不为空，两者必须同时有值或同时为空
511	C37x31	cross_check	其他手术31操作日期为空，但其他手术编码31不为空或其他手术操作名称31不为空
512	C37x31	date_check	其他手术31操作日期须符合yyyy-MM-dd HH:mm:ss格式
513	C35x32C	cross_check	其他手术操作编码32为空，但其他手术名称32不为空，两者必须同时有值或同时为空
517	C37x32	cross_check	其他手术32操作日期为空，但其他手术编码32不为空或其他手术操作名称32不为空
518	C37x32	date_check	其他手术32操作日期须符合yyyy-MM-dd HH:mm:ss格式
519	C35x33C	cross_check	其他手术操作编码33为空，但其他手术名称33不为空，两者必须同时有值或同时为空
523	C37x33	cross_check	其他手术33操作日期为空，但其他手术编码33不为空或其他手术操作名称33不为空
524	C37x33	date_check	其他手术33操作日期须符合yyyy-MM-dd HH:mm:ss格式
525	C35x34C	cross_check	其他手术操作编码34为空，但其他手术名称34不为空，两者必须同时有值或同时为空
529	C37x34	cross_check	其他手术34操作日期为空，但其他手术编码34不为空或其他手术操作名称34不为空
530	C37x34	date_check	其他手术34操作日期须符合yyyy-MM-dd HH:mm:ss格式
531	C35x35C	cross_check	其他手术操作编码35为空，但其他手术名称35不为空，两者必须同时有值或同时为空
535	C37x35	cross_check	其他手术35操作日期为空，但其他手术编码35不为空或其他手术操作名称35不为空
536	C37x35	date_check	其他手术35操作日期须符合yyyy-MM-dd HH:mm:ss格式
537	C35x36C	cross_check	其他手术操作编码36为空，但其他手术名称36不为空，两者必须同时有值或同时为空
541	C37x36	cross_check	其他手术36操作日期为空，但其他手术编码36不为空或其他手术操作名称36不为空
542	C37x36	date_check	其他手术36操作日期须符合yyyy-MM-dd HH:mm:ss格式
543	C35x37C	cross_check	其他手术操作编码37为空，但其他手术名称37不为空，两者必须同时有值或同时为空
547	C37x37	cross_check	其他手术37操作日期为空，但其他手术编码37不为空或其他手术操作名称37不为空
548	C37x37	date_check	其他手术37操作日期须符合yyyy-MM-dd HH:mm:ss格式
549	C35x38C	cross_check	其他手术操作编码38为空，但其他手术名称38不为空，两者必须同时有值或同时为空
553	C37x38	cross_check	其他手术38操作日期为空，但其他手术编码38不为空或其他手术操作名称38不为空
554	C37x38	date_check	其他手术38操作日期须符合yyyy-MM-dd HH:mm:ss格式
555	C35x39C	cross_check	其他手术操作编码39为空，但其他手术名称39不为空，两者必须同时有值或同时为空
559	C37x39	cross_check	其他手术39操作日期为空，但其他手术编码39不为空或其他手术操作名称39不为空
560	C37x39	date_check	其他手术39操作日期须符合yyyy-MM-dd HH:mm:ss格式
561	C35x40C	cross_check	其他手术操作编码40为空，但其他手术名称40不为空，两者必须同时有值或同时为空
566	C37x40	date_check	其他手术40操作日期须符合yyyy-MM-dd HH:mm:ss格式
588	C27C	value_check	Rh血型不符合国家标准值域定义
1160	D01	cross_check	error20：住院总费用必填且大于0且总费用等于分项费用之和
1275	C06x01C	cross_check	error11：当出院其他诊断编码出现O80-O84编码，且其他诊断编码未出现O00-O08时，其它诊断编码必须有分娩结局编码Z37
1276	C06x01C	cross_check	出院其他诊断编码1不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1277	C06x02C	cross_check	出院其他诊断编码2不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1278	C06x03C	cross_check	出院其他诊断编码3不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1279	C06x04C	cross_check	出院其他诊断编码4不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1280	C06x05C	cross_check	出院其他诊断编码5不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1281	C06x06C	cross_check	出院其他诊断编码6不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1282	C06x07C	cross_check	出院其他诊断编码7不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1283	C06x08C	cross_check	出院其他诊断编码8不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1284	C06x09C	cross_check	出院其他诊断编码9不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1285	C06x10C	cross_check	出院其他诊断编码10不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1286	C06x11C	cross_check	出院其他诊断编码11不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1287	C06x12C	cross_check	出院其他诊断编码12不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1288	C06x13C	cross_check	出院其他诊断编码13不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1289	C06x14C	cross_check	出院其他诊断编码14不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1290	C06x15C	cross_check	出院其他诊断编码15不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1291	C06x16C	cross_check	出院其他诊断编码16不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1292	C06x17C	cross_check	出院其他诊断编码17不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1293	C06x18C	cross_check	出院其他诊断编码18不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1294	C06x19C	cross_check	出院其他诊断编码19不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1295	C06x20C	cross_check	出院其他诊断编码20不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1296	C06x21C	cross_check	出院其他诊断编码21不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1297	C06x22C	cross_check	出院其他诊断编码22不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1298	C06x23C	cross_check	出院其他诊断编码23不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1299	C06x24C	cross_check	出院其他诊断编码24不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1300	C06x25C	cross_check	出院其他诊断编码25不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1301	C06x26C	cross_check	出院其他诊断编码26不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1302	C06x27C	cross_check	出院其他诊断编码27不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1303	C06x28C	cross_check	出院其他诊断编码28不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1304	C06x29C	cross_check	出院其他诊断编码29不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1305	C06x30C	cross_check	出院其他诊断编码30不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1306	C06x31C	cross_check	出院其他诊断编码31不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1307	C06x32C	cross_check	出院其他诊断编码32不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1308	C06x33C	cross_check	出院其他诊断编码33不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1309	C06x34C	cross_check	出院其他诊断编码34不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1310	C06x35C	cross_check	出院其他诊断编码35不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1311	C06x36C	cross_check	出院其他诊断编码36不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1312	C06x37C	cross_check	出院其他诊断编码37不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1313	C06x38C	cross_check	出院其他诊断编码38不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1314	C06x39C	cross_check	出院其他诊断编码39不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1315	C06x40C	cross_check	出院其他诊断编码40不符合逻辑判断，男性不允许编码“A34，B37.3，C51-C58，C79.6，D06，D07.0-D07.3，D24-D28，D39，E28，E89.4，F52.5，F53，I86.3，L29.2，L70.5，M80.0-M80.1，M83.0，N70-N98，N99.2-N99.3，O00-O99，P54.6，Q50-Q52，R87，S31.4，S37.4-S37.6，T19.2-T19.3，T83.3，Z01.4，Z12.4，Z30.1，Z30.3，Z30.5，Z31.1-Z31.2，Z32-Z37，Z39，Z87.5，Z97.5”
1316	C06x01C	cross_check	出院其他诊断编码1不符合逻辑判断，女性不允许编码“B26.0，C60-C63，D07.4-D07.6，D17.6，D29，D29.1，D40，E29，E89.5，F52.4，I86.1，K40.907，L29.1，N40-N51，Q53-Q55，R86，S31.2-S31.3，Z12.5”
1317	C06x02C	cross_check	出院其他诊断编码2不符合逻辑判断，女性不允许编码“B26.0，C60-C63，D07.4-D07.6，D17.6，D29，D29.1，D40，E29，E89.5，F52.4，I86.1，K40.907，L29.1，N40-N51，Q53-Q55，R86，S31.2-S31.3，Z12.5”
1318	C06x03C	cross_check	出院其他诊断编码3不符合逻辑判断，女性不允许编码“B26.0，C60-C63，D07.4-D07.6，D17.6，D29，D29.1，D40，E29，E89.5，F52.4，I86.1，K40.907，L29.1，N40-N51，Q53-Q55，R86，S31.2-S31.3，Z12.5”
